objectid,parentid,original_spreadsheet,filename,title,creator,description,date,date is approximate,subject,latitude,longitude,source,donor,identifier,rights,rightsstatement,format original,youtubeid,type,format,object_template,object_download,image_small,image_thumb
twrs232,,artifacts,PXL_20201019_160346435.jpg,IHC McCormick Rake,,International Harverster Co (IHC) McCormick Rake,,,Jess Taylor; Jim Akenson; Holly Akenson,45.103173,-114.85232,,,PXL_20201019_160346435,,,,,Image;StillImage,image/jpg,compound_object,https://www.lib.uidaho.edu/digital/objects/twrs/PXL_20201019_160346435.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/pxl_20201019_160346435_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/pxl_20201019_160346435_th.jpg
,twrs232,artifacts,PXL_20201019_160338485.jpg,IHC McCormick Rake,,International Harverster Co (IHC) McCormick Rake,,,Jess Taylor; Jim Akenson; Holly Akenson,45.103173,-114.85232,,,PXL_20201019_160338485,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/PXL_20201019_160338485.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/pxl_20201019_160338485_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/pxl_20201019_160338485_th.jpg
,twrs232,artifacts,PXL_20201019_160325609.jpg,IHC McCormick Rake,,International Harverster Co (IHC) McCormick Rake,,,Jess Taylor; Jim Akenson; Holly Akenson,45.103173,-114.85232,,,PXL_20201019_160325609,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/PXL_20201019_160325609.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/pxl_20201019_160325609_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/pxl_20201019_160325609_th.jpg
twrs235,,artifacts,https://digital.lib.uidaho.edu/digital/iiif/pg1/2866/full/max/0/default.jpg,Wildlife Resources. University of Idaho. Dr. Maurice Hornocker and mountain lion in the central Idaho primitive area. [255-4],,1968 photograph of Wildlife Resources. Dr. Maurice Hornocker examining a mountain lion,1968,,maurice hornocker; mountain lion,,,"PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives,",,PG1_255-04,"Digital Image Copyright 2013, University of Idaho Library",,8x10 black and white print,,Image;StillImage,image/jpg,image,https://digital.lib.uidaho.edu/digital/iiif/pg1/2866/full/max/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/pg1/2866/full/pct:70/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/pg1/2866/full/pct:30/0/default.jpg
twrs236,,artifacts,https://digital.lib.uidaho.edu/digital/iiif/archivalidaho/857/full/max/0/default.jpg,"Cave near Cave Creek, Big Creek","Benedict, M.S.",A view of a Cave near Cave Creek and Big Creek in the Salmon-Challis National Forest.,1937,,big creek; cave creek,45.134562,-114.95419,IntermtnPics37,USFS Number:363487,,,,,,Image;StillImage,image/jpg,image,https://digital.lib.uidaho.edu/digital/iiif/archivalidaho/857/full/max/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/archivalidaho/857/full/pct:70/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/archivalidaho/857/full/pct:30/0/default.jpg
twrs237,,artifacts,https://digital.lib.uidaho.edu/digital/iiif/archivalidaho/966/full/max/0/default.jpg,Riding along river at Taylor Ranch,,Riding along river at Taylor Ranch,1954,,big creek; taylor ranch; airstrip,45.102978,-114.852065,Payette120,,,,,,,Image;StillImage,image/jpg,image,https://digital.lib.uidaho.edu/digital/iiif/archivalidaho/966/full/max/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/archivalidaho/966/full/pct:70/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/archivalidaho/966/full/pct:30/0/default.jpg
twrs238,,artifacts,https://digital.lib.uidaho.edu/digital/iiif/archivalidaho/1029/full/max/0/default.jpg,"Dave Lewis Ranch, Big Creek 2","Benedict, M.S.",View of the Lewis Place and up Pioneer Creek from the first bench across Big Creek. ,1937,,big creek; dave lewis; taylor ranch; pioneer creek,45.10561,-114.847354,IntermtnPics56,USFS Number:363442,,,,,,Image;StillImage,image/jpg,image,https://digital.lib.uidaho.edu/digital/iiif/archivalidaho/1029/full/max/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/archivalidaho/1029/full/pct:70/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/archivalidaho/1029/full/pct:30/0/default.jpg
twrs239,,artifacts,https://digital.lib.uidaho.edu/digital/iiif/archivalidaho/215/full/max/0/default.jpg,Trail bridge at Taylor Ranch on Big Creek,Hockaday,View of the bridge leading across Big Creek from the trail to Taylor Ranch. ,1957,,big creek; taylor ranch,45.103971,-114.849992,Payette87,,,,,,,Image;StillImage,image/jpg,image,https://digital.lib.uidaho.edu/digital/iiif/archivalidaho/215/full/max/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/archivalidaho/215/full/pct:70/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/archivalidaho/215/full/pct:30/0/default.jpg
twrs240,,artifacts,https://idahohistory.contentdm.oclc.org/digital/iiif/p16281coll12/54/full/max/0/default.jpg,Senator William E. Borah Fishing,,Senator William E. Borah fishing near Edwardsburg on Big Creek in primitive area.,1927-08-02,,big creek; Senator Borah,,,Idaho State Historical Society,,,Copyright Idaho state Historical Society 2012. Permission is required for use in any form. For further information please contact the Idaho state Archives.,,,,Image;StillImage,image/jpg,image,https://idahohistory.contentdm.oclc.org/digital/iiif/p16281coll12/54/full/max/0/default.jpg,https://idahohistory.contentdm.oclc.org/digital/iiif/p16281coll12/54/full/pct:70/0/default.jpg,https://idahohistory.contentdm.oclc.org/digital/iiif/p16281coll27/54/full/pct:30/0/default.jpg
twrs241,,artifacts,https://idahohistory.contentdm.oclc.org/digital/iiif/p16281coll27/3/full/max/0/default.jpg,Davis Lewis Ranch,Ansgar Johnson Sr.,Our main camp at ranch of Uncle Davis Lewis on Big Creek,1928-10,,dave lewis; big creek; taylor ranch,45.08047,-114.96288,Idaho State Historical Society,,,For more information regarding reproduction or use of images visit http://history.idaho.gov/isa-photographs or contact the Idaho State Archives: public.archives@ishs.idaho.gov (208) 334-2620,,,,Image;StillImage,image/jpg,image,https://idahohistory.contentdm.oclc.org/digital/iiif/p16281coll27/3/full/max/0/default.jpg,https://idahohistory.contentdm.oclc.org/digital/iiif/p16281coll27/3/full/pct:70/0/default.jpg,https://idahohistory.contentdm.oclc.org/digital/iiif/p16281coll12/3/full/pct:30/0/default.jpg
twrs242,,artifacts,https://idahohistory.contentdm.oclc.org/digital/iiif/p16281coll27/15/full/max/0/default.jpg,Big Creek,,"South Fork opposite Hopkins Ranch, Big Creek. Gallagher in distance.",,1911-1914,big creek,,,U.S. Forest Service,,,Image may be protected by Copyright Law. Contact Idaho State Archives for permission to use. public.archives@ishs.idaho.gov,,,,Image;StillImage,image/jpg,image,https://idahohistory.contentdm.oclc.org/digital/iiif/p16281coll27/15/full/max/0/default.jpg,https://idahohistory.contentdm.oclc.org/digital/iiif/p16281coll27/15/full/pct:70/0/default.jpg,https://idahohistory.contentdm.oclc.org/digital/iiif/p16281coll27/15/full/pct:30/0/default.jpg
twrs243,,artifacts,https://digital.lib.uidaho.edu/digital/iiif/stonebraker/361/full/max/0/default.jpg,Mules outside log cabin at Big Creek,,A corral of mules congregate near a log cabin at Big Creek. A man stands near them.,,1933,big creek; history,45.6239,-115.5136,"William Allen Stonebraker Photographs, Photo Group 26",,PG26-S3-148,,,,,Image;StillImage,image/jpg,image,https://digital.lib.uidaho.edu/digital/iiif/stonebraker/361/full/max/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/stonebraker/557/full/pct:70/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/stonebraker/557/full/pct:30/0/default.jpg
twrs244,,artifacts,https://digital.lib.uidaho.edu/digital/iiif/stonebraker/175/full/max/0/default.jpg,Stonebraker hunting trip [07],,A dog growls at a chained cougar cub pawing a tree at Big Creek.,,1930,big creek; history; mountain lion,45.6239,-115.5136,"William Allen Stonebraker Photographs, Photo Group 26",,PG26-S3-143,,,,,Image;StillImage,image/jpg,image,https://digital.lib.uidaho.edu/digital/iiif/stonebraker/175/full/max/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/stonebraker/552/full/pct:70/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/stonebraker/552/full/pct:30/0/default.jpg
twrs245,,artifacts,https://digital.lib.uidaho.edu/digital/iiif/stonebraker/157/full/max/0/default.jpg,Sheepeater Monument near Thunder Mountain,,"Sheepeater Monument stands ten miles down Monumental Creek from the town of Roosevelt near Thunder Mountain. ""Sheepeater Monument Rock, 95 feet high.""",,1902,history; monumental creek; sheepeater monument,44.950188,-115.133438,"William Allen Stonebraker Photographs, Photo Group 27",,26-P002,,,,,Image;StillImage,image/jpg,image,https://digital.lib.uidaho.edu/digital/iiif/stonebraker/157/full/max/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/stonebraker/361/full/pct:70/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/stonebraker/361/full/pct:30/0/default.jpg
twrs246,,artifacts,https://digital.lib.uidaho.edu/digital/iiif/stonebraker//full/max/0/default.jpg,Hunting near Big Creek [01],,Horses corralled into forested area. Pack horses have deer carcasses strapped to them.,,1903,history; big creek; hunting,44.950188,-115.133438,"William Allen Stonebraker Photographs, Photo Group 28",,26-P047,,,,,Image;StillImage,image/jpg,image,https://digital.lib.uidaho.edu/digital/iiif/stonebraker//full/max/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/stonebraker/175/full/pct:70/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/stonebraker/175/full/pct:30/0/default.jpg
twrs247,,artifacts,https://digital.lib.uidaho.edu/digital/iiif/stonebraker//full/max/0/default.jpg,Snowy Cabin at Big Creek,,Dog at doorway of snow covered log cabin near Big Creek. An axe is forked into the roof.,,1903,history; big creek,45.6239,-115.5136,"William Allen Stonebraker Photographs, Photo Group 29",,26-P031,,,,,Image;StillImage,image/jpg,image,https://digital.lib.uidaho.edu/digital/iiif/stonebraker//full/max/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/stonebraker/157/full/pct:70/0/default.jpg,https://digital.lib.uidaho.edu/digital/iiif/stonebraker/157/full/pct:30/0/default.jpg
twrs248,,artifacts,Smithsonian_Basket.jpg,Dukudeka Basket at the Smithsonian,,"Photograph of a basket that was collected on Big Creek in 1879 by the Army surgeon, Timothy E. Wilcox, who amputated Harry Eagan's leg at Soldier Bar. He gave the basket to the Smithsonian in 1912 with another basket that they cannot locate. The accession notes say, ""Tukuarika (sheep-eaters) Indian basket and basketry bread tray (54202)."" If you zoom in close you can see where someone wrote ""YUMA"" on the basket, but this is incorrect; the basket was donated with some items from the Yuma tribe and someone incorrectly labeled it. Wilcox was with Captain Bernard's command and the only place they surprised the Dukudeka, where the Dukudeka had to leave things behind, was at Soldier Bar; this is probably where he found it.",,1879,indigenous; tukudeka; dukudeka; soldier bar,45.104624,-114.795725,Gayle Dixon,,Smithsonian Basket,,,,,Image;StillImage,image/jpg,image,https://www.lib.uidaho.edu/digital/objects/twrs/Smithsonian_Basket.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/smithsonian_basket_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/smithsonian_basket_th.jpg
twrs249,,artifacts,CabinFromLab.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,How does the building fit in with the other buildings? This picture is looking North from the deck of the Lab building--note the corner of the DeVlieg cabin foundation just appears in the right of the picture,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,CabinFromLab,,,,,Image;StillImage,image/jpg,compound_object,https://www.lib.uidaho.edu/digital/objects/twrs/CabinFromLab.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/cabinfromlab_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/cabinfromlab_th.jpg
,twrs249,artifacts,DVcabinOldLab.jpg,A closer view towards the Lab building.,Janet DeVlieg Pope,A closer view towards the Lab building.,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,DVcabinOldLab,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DVcabinOldLab.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/dvcabinoldlab_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dvcabinoldlab_th.jpg
,twrs249,artifacts,DeVliegLLC_Lab.jpg,Looking due South at new foundation and the Lab building.,Janet DeVlieg Pope,Looking due South at new foundation and the Lab building.,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,DeVliegLLC_Lab,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DeVliegLLC_Lab.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/devliegllc_lab_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/devliegllc_lab_th.jpg
,twrs249,artifacts,StephanieBldg.jpg,Research intern Stephanie Jenkins checks things out.,Janet DeVlieg Pope,Research intern Stephanie Jenkins checks things out.,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,StephanieBldg,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/StephanieBldg.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/stephaniebldg_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/stephaniebldg_th.jpg
,twrs249,artifacts,DVfoundationClose.jpg,"On July 9th, ""Microlam"" rim joists were temporarily set in place to check for levelness.",Janet DeVlieg Pope,"On July 9th, ""Microlam"" rim joists were temporarily set in place to check for levelness.",2003-07-09,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,DVfoundationClose,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DVfoundationClose.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/dvfoundationclose_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dvfoundationclose_th.jpg
,twrs249,artifacts,EdCabinBeams.jpg,Ed Krumpe checks sub-floor beams for levelness.,Janet DeVlieg Pope,Ed Krumpe checks sub-floor beams for levelness.,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,EdCabinBeams,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/EdCabinBeams.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/edcabinbeams_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/edcabinbeams_th.jpg
,twrs249,artifacts,DVfoundationView.jpg,The location and view can't be beat!,Janet DeVlieg Pope,The location and view can't be beat!,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,DVfoundationView,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DVfoundationView.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/dvfoundationview_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dvfoundationview_th.jpg
,twrs249,artifacts,FillingFoundationPiers.jpg,What size funnel do you use to pour concrete?,Janet DeVlieg Pope,What size funnel do you use to pour concrete?,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,FillingFoundationPiers,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/FillingFoundationPiers.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/fillingfoundationpiers_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/fillingfoundationpiers_th.jpg
,twrs249,artifacts,FillingPiers.jpg,"Footings are 48 inches deep, well below frostline.",Janet DeVlieg Pope,"Footings are 48 inches deep, well below frostline.",,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,FillingPiers,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/FillingPiers.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/fillingpiers_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/fillingpiers_th.jpg
,twrs249,artifacts,FoundationLayout.jpg,The end of a hard day's work,Janet DeVlieg Pope,The end of a hard day's work,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,FoundationLayout,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/FoundationLayout.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/foundationlayout_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/foundationlayout_th.jpg
,twrs249,artifacts,FoundationRocks.jpg,Work is progressing,Janet DeVlieg Pope,Work is progressing,2003-06-25,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,FoundationRocks,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/FoundationRocks.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/foundationrocks_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/foundationrocks_th.jpg
,twrs249,artifacts,InternCemetary.jpg,Starting to pour concrete in the foundation piers.,Janet DeVlieg Pope,Starting to pour concrete in the foundation piers.,2003-06-24,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,InternCemetary,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/InternCemetary.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/interncemetary_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/interncemetary_th.jpg
,twrs249,artifacts,InternsFoundationWork.jpg,Three interns learning how to build the foundation.,Janet DeVlieg Pope,Three interns learning how to build the foundation.,2003-06-24,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,InternsFoundationWork,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/InternsFoundationWork.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/internsfoundationwork_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/internsfoundationwork_th.jpg
,twrs249,artifacts,DCP01982.jpg,You told us to put the foundation piers well below frostline!,Janet DeVlieg Pope,You told us to put the foundation piers well below frostline!,,2003,DeVlieg Cabin; taylor wilderness research station; jim akenson,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,DCP01982,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DCP01982.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/dcp01982_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dcp01982_th.jpg
,twrs249,artifacts,DCP01953.jpg,Taking a break...,Janet DeVlieg Pope,Taking a break...,,2003,DeVlieg Cabin; taylor wilderness research station; jim akenson,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,DCP01953,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DCP01953.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/dcp01953_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dcp01953_th.jpg
,twrs249,artifacts,DCP01949.jpg,The rocks never end...,Janet DeVlieg Pope,The rocks never end...,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,DCP01949,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DCP01949.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/dcp01949_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dcp01949_th.jpg
,twrs249,artifacts,DCP01981.jpg,CNR students Craig Holmberg and Hati Mvundura (from Zimbabwe) show what had to be dug out of foundation holes.,Janet DeVlieg Pope,CNR students Craig Holmberg and Hati Mvundura (from Zimbabwe) show what had to be dug out of foundation holes.,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,DCP01981,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DCP01981.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/small/dcp01981_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dcp01981_th.jpg
