objectid,original_spreadsheet,filename,title,creator,description,date,date is approximate,subjects,latitude,longitude,Source,Donor,Identifier,Rights,Standardized Rights,Format Original,youtubeid,Type,Format,object_template,object_download,image_small,image_thumb
twrs239,artifacts,https://www.lib.uidaho.edu/digital/archivalidaho/items/archivalidaho215.html,Trail bridge at Taylor Ranch on Big Creek,Hockaday,View of the bridge leading across Big Creek from the trail to Taylor Ranch. ,1957,,big creek; taylor ranch,45.103971,-114.849992,Payette87,,,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://www.lib.uidaho.edu/digital/archivalidaho/items/archivalidaho215.html,https://webpages.uidaho.edu/library/twrs/objects/small/https://www_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/https://www_th.jpg
twrs240,artifacts,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll12/id/54/rec/3,Senator William E. Borah Fishing,,Senator William E. Borah fishing near Edwardsburg on Big Creek in primitive area.,1927-08-02,,big creek; Senator Borah,,,Idaho State Historical Society,,,Copyright Idaho state Historical Society 2012. Permission is required for use in any form. For further information please contact the Idaho state Archives.,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll12/id/54/rec/3,https://webpages.uidaho.edu/library/twrs/objects/small/https://idahohistory_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/https://idahohistory_th.jpg
twrs241,artifacts,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll27/id/3/rec/2,Davis Lewis Ranch,Ansgar Johnson Sr.,Our main camp at ranch of Uncle Davis Lewis on Big Creek,1928-10,,dave lewis; big creek; taylor ranch,45.08047,-114.96288,Idaho State Historical Society,,,For more information regarding reproduction or use of images visit http://history.idaho.gov/isa-photographs or contact the Idaho State Archives: public.archives@ishs.idaho.gov (208) 334-2620,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll27/id/3/rec/2,https://webpages.uidaho.edu/library/twrs/objects/small/https://idahohistory_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/https://idahohistory_th.jpg
twrs242,artifacts,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll17/id/15/rec/1,Big Creek,,"South Fork opposite Hopkins Ranch, Big Creek. Gallagher in distance.",,1911-1914,big creek,,,U.S. Forest Service,,,Image may be protected by Copyright Law. Contact Idaho State Archives for permission to use. public.archives@ishs.idaho.gov,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll17/id/15/rec/1,https://webpages.uidaho.edu/library/twrs/objects/small/https://idahohistory_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/https://idahohistory_th.jpg
twrs243,artifacts,https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker557.html,Mules outside log cabin at Big Creek,,A corral of mules congregate near a log cabin at Big Creek. A man stands near them.,,1933,big creek; history,45.6239,-115.5136,"William Allen Stonebraker Photographs, Photo Group 26",,PG26-S3-148,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker557.html,https://webpages.uidaho.edu/library/twrs/objects/small/https://www_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/https://www_th.jpg
twrs244,artifacts,https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker552.html,Stonebraker hunting trip [07],,A dog growls at a chained cougar cub pawing a tree at Big Creek.,,1930,big creek; history; mountain lion,45.6239,-115.5136,"William Allen Stonebraker Photographs, Photo Group 26",,PG26-S3-143,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker552.html,https://webpages.uidaho.edu/library/twrs/objects/small/https://www_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/https://www_th.jpg
twrs245,artifacts,https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker361.html,Sheepeater Monument near Thunder Mountain,,"Sheepeater Monument stands ten miles down Monumental Creek from the town of Roosevelt near Thunder Mountain. ""Sheepeater Monument Rock, 95 feet high.""",,1902,history; monumental creek; sheepeater monument,44.950188,-115.133438,"William Allen Stonebraker Photographs, Photo Group 27",,26-P002,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker361.html,https://webpages.uidaho.edu/library/twrs/objects/small/https://www_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/https://www_th.jpg
twrs246,artifacts,https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker175.html,Hunting near Big Creek [01],,Horses corralled into forested area. Pack horses have deer carcasses strapped to them.,,1903,history; big creek; hunting,44.950188,-115.133438,"William Allen Stonebraker Photographs, Photo Group 28",,26-P047,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker175.html,https://webpages.uidaho.edu/library/twrs/objects/small/https://www_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/https://www_th.jpg
twrs247,artifacts,https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker157.html,Snowy Cabin at Big Creek,,Dog at doorway of snow covered log cabin near Big Creek. An axe is forked into the roof.,,1903,history; big creek,45.6239,-115.5136,"William Allen Stonebraker Photographs, Photo Group 29",,26-P031,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker157.html,https://webpages.uidaho.edu/library/twrs/objects/small/https://www_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/https://www_th.jpg
twrs248,artifacts,Smithsonian_Basket.jpg,Dukudeka Basket at the Smithsonian,,"Photograph of a basket that was collected on Big Creek in 1879 by the Army surgeon, Timothy E. Wilcox, who amputated Harry Eagan's leg at Soldier Bar. He gave the basket to the Smithsonian in 1912 with another basket that they cannot locate. The accession notes say, ""Tukuarika (sheep-eaters) Indian basket and basketry bread tray (54202)."" If you zoom in close you can see where someone wrote ""YUMA"" on the basket, but this is incorrect; the basket was donated with some items from the Yuma tribe and someone incorrectly labeled it. Wilcox was with Captain Bernard's command and the only place they surprised the Dukudeka, where the Dukudeka had to leave things behind, was at Soldier Bar; this is probably where he found it.",,1879,indigenous; tukudeka; dukudeka; soldier bar,45.104624,-114.795725,Gayle Dixon,,Smithsonian Basket,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/Smithsonian_Basket.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/smithsonian_basket_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/smithsonian_basket_th.jpg
twrs249,artifacts,CabinFromLab.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,How does the building fit in with the other buildings? This picture is looking North from the deck of the Lab building--note the corner of the DeVlieg cabin foundation just appears in the right of the picture,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,CabinFromLab,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/CabinFromLab.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/cabinfromlab_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/cabinfromlab_th.jpg
twrs250,artifacts,DVcabinOldLab.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,A closer view towards the Lab building.,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,DVcabinOldLab,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DVcabinOldLab.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/dvcabinoldlab_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dvcabinoldlab_th.jpg
twrs251,artifacts,DeVliegLLC_Lab.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,Looking due South at new foundation and the Lab building.,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,DeVliegLLC_Lab,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DeVliegLLC_Lab.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/devliegllc_lab_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/devliegllc_lab_th.jpg
twrs252,artifacts,StephanieBldg.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,Research intern Stephanie Jenkins checks things out.,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,StephanieBldg,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/StephanieBldg.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/stephaniebldg_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/stephaniebldg_th.jpg
twrs253,artifacts,DVfoundationClose.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,"On July 9th, ""Microlam"" rim joists were temporarily set in place to check for levelness.",2003-07-09,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,DVfoundationClose,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DVfoundationClose.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/dvfoundationclose_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dvfoundationclose_th.jpg
twrs254,artifacts,EdCabinBeams.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,Ed Krumpe checks sub-floor beams for levelness.,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,EdCabinBeams,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/EdCabinBeams.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/edcabinbeams_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/edcabinbeams_th.jpg
twrs255,artifacts,DVfoundationView.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,The location and view can't be beat!,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,DVfoundationView,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DVfoundationView.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/dvfoundationview_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dvfoundationview_th.jpg
twrs256,artifacts,FillingFoundationPiers.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,What size funnel do you use to pour concrete?,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,FillingFoundationPiers,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/FillingFoundationPiers.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/fillingfoundationpiers_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/fillingfoundationpiers_th.jpg
twrs257,artifacts,FillingPiers.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,"Footings are 48 inches deep, well below frostline.",,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,FillingPiers,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/FillingPiers.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/fillingpiers_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/fillingpiers_th.jpg
twrs258,artifacts,FoundationLayout.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,The end of a hard day's work,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,FoundationLayout,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/FoundationLayout.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/foundationlayout_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/foundationlayout_th.jpg
twrs259,artifacts,FoundationRocks.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,Work is progressing,2003-06-25,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,FoundationRocks,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/FoundationRocks.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/foundationrocks_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/foundationrocks_th.jpg
twrs260,artifacts,InternCemetary.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,Starting to pour concrete in the foundation piers.,2003-06-24,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,InternCemetary,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/InternCemetary.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/interncemetary_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/interncemetary_th.jpg
twrs261,artifacts,InternsFoundationWork.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,Three interns learning how to build the foundation.,2003-06-24,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,InternsFoundationWork,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/InternsFoundationWork.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/internsfoundationwork_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/internsfoundationwork_th.jpg
twrs262,artifacts,DCP01982.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,You told us to put the foundation piers well below frostline!,,2003,DeVlieg Cabin; taylor wilderness research station; jim akenson,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,DCP01982,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DCP01982.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/dcp01982_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dcp01982_th.jpg
twrs263,artifacts,DCP01953.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,Taking a break...,,2003,DeVlieg Cabin; taylor wilderness research station; jim akenson,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,DCP01953,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DCP01953.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/dcp01953_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dcp01953_th.jpg
twrs264,artifacts,DCP01949.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,The rocks never end...,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,DCP01949,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DCP01949.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/dcp01949_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dcp01949_th.jpg
twrs265,artifacts,DCP01981.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,CNR students Craig Holmberg and Hati Mvundura (from Zimbabwe) show what had to be dug out of foundation holes.,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,DCP01981,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DCP01981.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/dcp01981_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dcp01981_th.jpg
twrs266,artifacts,DCP01950.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,Do we move the rock or move the foundation hole?,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,DCP01950,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DCP01950.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/dcp01950_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dcp01950_th.jpg
twrs267,artifacts,DCP01954.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,Jim Akenson shows why we need a backhoe.,,2003,DeVlieg Cabin; taylor wilderness research station; jim akenson,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,DCP01954,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DCP01954.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/dcp01954_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dcp01954_th.jpg
twrs268,artifacts,eDeVliegCabinLayout.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,"Jim Pope ""tweaks"" the engine while CNR student Craig Holmberg operates the backhoe.",,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,eDeVliegCabinLayout,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/eDeVliegCabinLayout.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/edevliegcabinlayout_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/edevliegcabinlayout_th.jpg
twrs269,artifacts,eDeVliegCabinFootings3.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,The Northwest corner of the cabin site.,,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,eDeVliegCabinFootings3,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/eDeVliegCabinFootings3.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/edevliegcabinfootings3_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/edevliegcabinfootings3_th.jpg
twrs270,artifacts,eDeVliegCabinHeliLoad.jpg,DeVlieg Cabin Construction,Janet DeVlieg Pope,"3,500 lb. maximum loads",,2003,DeVlieg Cabin; taylor wilderness research station,45.102587,-114.849884,Janet DeVlieg Pope,Janet DeVlieg Pope,eDeVliegCabinHeliLoad,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/eDeVliegCabinHeliLoad.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/edevliegcabinheliload_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/edevliegcabinheliload_th.jpg
